Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2021,,,,,,,,1.75,-1.89,-1.63,0.61,0.0
2022,0.0,0.0,0.0,0.0,0.0,0.0,1.62,12.41,-2.49,1.2,3.04,-0.79
2023,0.0,0.0,0.0,0.0,0.61,1.34,2.54,3.99,2.93,-1.7,0.0,3.96
2024,11.42,-5.64,0.72,-1.02,-3.74,3.75,2.01,0.98,3.34,-5.19,0.0,0.0
2025,0.0,0.0,0.0,-2.78,1.53,4.23,-5.21,-0.7,0.0,-0.45,2.41,1.17
2026,0.78,0.0,0.0,1.83,-0.7,2.93,-1.97,2.78,,,,
