asset_class,active_trading_days,active_years,total_return,cagr
Stocks,748,2.9682539682539684,0.39831751807688454,0.11957801043810323
GOLDBEES,0,0.0,0.0,0.0
Combined,1228,4.873015873015873,0.45206552438991077,0.07954679076703042
