initial_capital,final_portfolio_value,total_return,cagr,absolute_return,xirr,max_drawdown,max_drawdown_duration,annualized_volatility,sharpe_ratio,sortino_ratio,calmar_ratio,total_trades,winning_trades,losing_trades,win_rate,profit_factor,expectancy,average_trade_return,average_winning_trade,average_losing_trade,largest_winning_trade,largest_losing_trade,average_holding_days,median_holding_days,total_buy_value,total_sell_value,portfolio_turnover,total_buy_transaction_costs,total_sell_transaction_costs,total_transaction_costs,transaction_cost_drag,strategy_name,benchmark_name,universe,portfolio_size,rebalance_frequency,market_filter,total_buys,total_sells,total_transaction_cost
1000000.0,1869159.242085717,0.8691592420857168,0.10515145436926265,0.8691592420857168,0.0,0.3654398518417491,702,0.1799962120674991,0.6574949088165272,0.8459892117375603,0.2877394291818991,184,79,105,0.42934782608695654,1.3516259918122553,3039.651300384653,0.036834493689007715,27213.85470457134,-15148.558879908183,149812.8603414526,-154287.5530929257,72.71195652173913,42.0,41248971.63137072,40587778.23036002,81.83674986173075,48930.60262239438,42058.11108453305,90988.71370692743,0.09098871370692743,Multi-Universe Momentum,Independent sleeve benchmarks,NIFTY50+NIFTY100+NIFTY200+NIFTY500,57,Monthly,Weekly Supertrend per sleeve,194,184,90988.71370692743
