date,portfolio_value,daily_return,month,year
2020-05-05,1000000.0,0.0,2020-05,2020
2020-05-06,1000000.0,0.0,2020-05,2020
2020-05-07,1000000.0,0.0,2020-05,2020
2020-05-08,1000000.0,0.0,2020-05,2020
2020-05-11,1000000.0,0.0,2020-05,2020
2020-05-12,1000000.0,0.0,2020-05,2020
2020-05-13,1000000.0,0.0,2020-05,2020
2020-05-14,1000000.0,0.0,2020-05,2020
2020-05-15,1000000.0,0.0,2020-05,2020
2020-05-18,1000000.0,0.0,2020-05,2020
2020-05-19,1000000.0,0.0,2020-05,2020
2020-05-20,1000000.0,0.0,2020-05,2020
2020-05-21,1000000.0,0.0,2020-05,2020
2020-05-22,998813.774,-0.001186226000000068,2020-05,2020
2020-05-26,1006044.1104615338,0.0072389234607550534,2020-05,2020
2020-05-27,1006723.8777168032,0.0006756833504621973,2020-05,2020
2020-05-28,1021046.8263594478,0.014227286110594983,2020-05,2020
2020-05-29,1048859.0567974187,0.027238937255341877,2020-05,2020
2020-06-01,1069477.8958965484,0.0196583506291943,2020-06,2020
2020-06-02,1072880.4940785754,0.003181550731513383,2020-06,2020
2020-06-03,1072546.1665001519,-0.0003116167926145996,2020-06,2020
2020-06-04,1081465.9143588883,0.008316423234109083,2020-06,2020
2020-06-05,1087670.2568931347,0.005736974648826054,2020-06,2020
2020-06-08,1079654.5750391972,-0.007369588166209251,2020-06,2020
2020-06-09,1089148.7483052304,0.008793713735421704,2020-06,2020
2020-06-10,1085148.8038857174,-0.0036725419055360087,2020-06,2020
2020-06-11,1069978.3985381539,-0.013980023102123096,2020-06,2020
2020-06-12,1076325.690934006,0.005932168728381759,2020-06,2020
2020-06-15,1065660.501716117,-0.009908886601632694,2020-06,2020
2020-06-16,1064448.109856591,-0.0011376905286190064,2020-06,2020
2020-06-17,1064435.0292560388,-1.2288622086020773e-05,2020-06,2020
2020-06-18,1063232.0109450547,-0.0011301942137558196,2020-06,2020
2020-06-19,1063612.5721234707,0.00035792863128514263,2020-06,2020
2020-06-22,1095654.7320053696,0.030125781437434274,2020-06,2020
2020-06-23,1100329.4035922883,0.0042665553758551855,2020-06,2020
2020-06-24,1087581.6757513513,-0.01158537416097305,2020-06,2020
2020-06-25,1087221.3294550045,-0.00033132803207425177,2020-06,2020
2020-06-26,1098790.2914813268,0.010640852706708337,2020-06,2020
2020-06-29,1088972.7451770213,-0.00893486808212518,2020-06,2020
2020-06-30,1096961.5973331146,0.007336135997411564,2020-06,2020
2020-07-01,1087113.4978879953,-0.008977615505466718,2020-07,2020
2020-07-02,1096858.6535006906,0.008964248564319988,2020-07,2020
2020-07-03,1097617.616096923,0.0006919420235325102,2020-07,2020
2020-07-06,1100700.1765090174,0.002808410111944104,2020-07,2020
2020-07-07,1095804.6432158956,-0.004447653773117732,2020-07,2020
2020-07-08,1094929.5451401882,-0.0007985894941449079,2020-07,2020
2020-07-09,1107098.2384883545,0.011113677041757253,2020-07,2020
2020-07-10,1110271.7538603698,0.0028665165038546103,2020-07,2020
2020-07-13,1113556.1342872242,0.002958177054792843,2020-07,2020
2020-07-14,1108201.7689091186,-0.004808347970291393,2020-07,2020
2020-07-15,1113634.5239847365,0.004902315830957127,2020-07,2020
2020-07-16,1132738.5750499202,0.01715468643772544,2020-07,2020
2020-07-17,1139642.3485399834,0.006094763295016126,2020-07,2020
2020-07-20,1134603.2045316915,-0.00442168897527162,2020-07,2020
2020-07-21,1125821.6846928834,-0.007739727689586973,2020-07,2020
2020-07-22,1131993.4134542434,0.005481977159681017,2020-07,2020
2020-07-23,1133889.3269092096,0.0016748449526582387,2020-07,2020
2020-07-24,1115410.7122542397,-0.01629666512986716,2020-07,2020
2020-07-27,1120996.1938660983,0.005007556006495939,2020-07,2020
2020-07-28,1144254.2775057263,0.02074769188949288,2020-07,2020
2020-07-29,1158507.1842512302,0.012456065951156114,2020-07,2020
