Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2021,,,,,,,,0.5,-2.98,4.95,-1.44,0.0
2022,0.0,0.0,0.0,0.0,0.0,0.0,2.35,23.69,-4.85,-2.4,7.18,4.4
2023,0.0,0.0,0.0,0.0,-2.31,4.47,7.91,8.86,12.52,-5.92,0.0,6.22
2024,18.18,-9.46,2.63,-8.45,-5.4,6.83,-0.25,2.53,6.63,-4.18,0.0,0.0
2025,0.0,0.0,0.0,0.35,3.74,9.89,-7.92,-0.56,0.0,-1.87,6.02,0.79
2026,0.01,0.0,0.0,0.78,-0.31,12.48,-3.24,6.57,,,,
