asset_class,active_trading_days,active_years,total_return,cagr
Stocks,732,2.9047619047619047,1.3127613612483362,0.33461657094142105
GOLDBEES,0,0.0,0.0,0.0
Combined,1228,4.873015873015873,1.4316176036926453,0.2000248414240997
