year,beginning_value,ending_value,annual_return,realized_pnl,unrealized_pnl,buy_value,sell_value,turnover,buy_transaction_costs,sell_transaction_costs,transaction_costs,trades,winning_trades,losing_trades,win_rate,profit_factor,max_drawdown
2021,1000000,1008569.5442589804,0.00856954425898043,8569.544258980588,0,2301600.9198424118,2312566.8059524572,4.614167725794869,2730.218852740887,2396.3418510648908,5126.560703805778,7,2,5,0.2857142857142857,1.118238253251602,0.0729956628349389
2022,1008569.5442589804,1326760.4729379762,0.3154873459051137,326760.4729379764,0,4035876.086763872,4367161.9264362315,8.33163965839759,4787.46114689752,4525.36673438331,9312.827881280831,12,7,5,0.5833333333333334,5.508476341827034,0.16544628496609232
2023,1326760.4729379762,1788733.9590323193,0.3481966003037079,683968.5900084533,104765.36902386625,8853534.90817538,9547396.758937761,13.869068337833541,10502.293299985235,9893.260753927041,20395.554053912274,23,13,10,0.5652173913043478,5.549282735373403,0.08012824229040566
2024,1788733.9590323193,1899277.4223205897,0.061799834866484514,899277.42232059,0,14505399.045377132,15420655.752125124,16.730299464819154,17206.68148800137,15979.284427401608,33185.96591540298,33,18,15,0.5454545454545454,2.7778697720271825,0.25116681029173743
2025,1899277.4223205897,2086232.7650003764,0.09843498400110476,949221.6382142145,137011.12678616203,18387501.086113073,19356780.72378958,19.872969249424155,21811.731863375288,20057.99946228958,41869.73132566486,39,21,18,0.5384615384615384,2.602590351274711,0.15117363844389267
2026,2086232.7650003764,2431617.6036926457,0.1655543161274274,967623.8142211622,463993.78947148344,22368634.553426363,23360465.08894478,21.919461916974974,26534.255891772336,24206.721297256896,50740.97718902923,45,24,21,0.5333333333333333,2.319286382273098,0.09947826928269272
