initial_capital,final_portfolio_value,total_return,cagr,absolute_return,xirr,max_drawdown,max_drawdown_duration,annualized_volatility,sharpe_ratio,sortino_ratio,calmar_ratio,total_trades,winning_trades,losing_trades,win_rate,profit_factor,expectancy,average_trade_return,average_winning_trade,average_losing_trade,largest_winning_trade,largest_losing_trade,average_holding_days,median_holding_days,total_buy_value,total_sell_value,portfolio_turnover,total_buy_transaction_costs,total_sell_transaction_costs,total_transaction_costs,transaction_cost_drag,strategy_name,benchmark_name,universe,portfolio_size,rebalance_frequency,market_filter,total_buys,total_sells,total_transaction_cost
1900000.0,1071804.6194114916,-0.43589230557289915,-0.3022628057366602,-0.43589230557289915,0.0,0.43739239851143363,391,0.16146546450422447,-2.1917158204784633,-2.660625648880829,-0.6910563758431639,2699,1118,1578,0.4142274916635791,0.6499713163935917,-307.6184154798768,-0.003963169063563335,1378.9990548658375,-1503.1578242840262,23511.99114211672,-195626.78937477118,3.293071507965913,1.0,153284362.10025144,151922152.68425527,160.6350077813193,181829.89571673286,157425.6845873951,339255.580304128,0.17855556858112,Multi-Universe Momentum,Independent sleeve benchmarks,NIFTY50+NIFTY100+NIFTY200+NIFTY500,38,Monthly,Weekly Supertrend per sleeve,2703,2682,339255.580304128
