year,beginning_value,ending_value,year_return,period_return,cumulative_return,cash,invested_value,realized_pnl,unrealized_pnl,buy_value,sell_value,buy_transaction_costs,sell_transaction_costs,transaction_costs,turnover,holdings,trades,winning_trades,losing_trades,win_rate,profit_factor,max_drawdown
2025,1900000.0,1233102.6731185822,-0.3509985930954831,-0.3502278164372645,-0.3509985930954831,464036.825275556,769065.8478430263,-682821.9288237542,15924.601942336856,94309181.54464513,92969555.84089145,111872.00318697821,96337.47097078359,208209.4741577618,98.56775651870345,16,1599,648,951,0.4052532833020638,0.5561247366001313,0.3712682322969113
2026,1233102.6731185822,1071804.6194114916,-0.13080666940665964,-0.13080666940665964,-0.43589230557289915,380364.8994164262,691439.7199950654,-147440.1745564331,2094.718502082662,58975180.55560632,58952596.8433638,69957.89252975467,61088.21361661151,131046.10614636618,95.6350026399055,21,1100,470,627,0.42727272727272725,0.8231418928739267,0.1578881881804156
