rebalance_date,universe,buy_value,sell_value,brokerage,stt,exchange_charge,sebi_charge,gst,stamp_duty,total_transaction_cost,transaction_cost_pct
2025-01-03,NIFTY_CONSUMER_DURABLES,211111.11111111112,0.0,0.0,211.11111111111111,6.2700000000000005,0.2111111111111111,1.1666,31.666666666666664,250.42548888888888,0.0011862259999999999
2025-01-03,NIFTY_FINANCIAL_SERVICES,211111.11111111112,0.0,0.0,211.11111111111111,6.2700000000000005,0.2111111111111111,1.1666,31.666666666666664,250.42548888888888,0.0011862259999999999
2025-01-03,NIFTY_FINANCIAL_SERVICES_EX_BANK,211111.11111111112,0.0,0.0,211.11111111111111,6.2700000000000005,0.2111111111111111,1.1666,31.666666666666664,250.42548888888888,0.0011862259999999999
2025-01-03,NIFTY_HEALTHCARE,211111.11111111112,0.0,0.0,211.11111111111111,6.2700000000000005,0.2111111111111111,1.1666,31.666666666666664,250.42548888888888,0.0011862259999999999
2025-01-03,NIFTY_IT,211111.11111111112,0.0,0.0,211.11111111111111,6.2700000000000005,0.2111111111111111,1.1666,31.666666666666664,250.42548888888888,0.0011862259999999999
2025-01-03,NIFTY_MIDSMALL_FINANCIAL_SERVICES,211111.11111111112,0.0,0.0,211.11111111111111,6.2700000000000005,0.2111111111111111,1.1666,31.666666666666664,250.42548888888888,0.0011862259999999999
2025-01-03,NIFTY_MIDSMALL_HEALTHCARE,211111.11111111112,0.0,0.0,211.11111111111111,6.2700000000000005,0.2111111111111111,1.1666,31.666666666666664,250.42548888888888,0.0011862259999999999
2025-01-03,NIFTY_MIDSMALL_IT_TELECOM,211111.11111111112,0.0,0.0,211.11111111111111,6.2700000000000005,0.2111111111111111,1.1666,31.666666666666664,250.42548888888888,0.0011862259999999999
2025-01-03,NIFTY_PSU_BANK,211111.11111111112,0.0,0.0,211.11111111111111,6.2700000000000005,0.2111111111111111,1.1666,31.666666666666664,250.42548888888888,0.0011862259999999999
2025-01-06,NIFTY_CONSUMER_DURABLES,184409.66303701134,208311.42505706073,0.0,392.7210880940721,11.663816316393941,0.3927210880940721,2.170176732807842,27.6614494555517,434.6092516869196,0.0011066613555084002
2025-01-06,NIFTY_FINANCIAL_SERVICES,184409.66303701134,201002.5477514789,0.0,385.41221078849026,11.44674266041816,0.38541221078849025,2.129787876817197,27.6614494555517,427.03560299206583,0.001107997076995617
2025-01-06,NIFTY_FINANCIAL_SERVICES_EX_BANK,184409.66303701134,201537.10838851135,0.0,385.9467714255227,11.462619111338023,0.3859467714255227,2.1327418588974383,27.6614494555517,427.5895286227354,0.0011078976695242252
2025-01-06,NIFTY_HEALTHCARE,184409.66303701134,203970.87677830475,0.0,388.38053981531607,11.534902032514887,0.38838053981531606,2.146190863019436,27.6614494555517,430.1114627062174,0.0011074485423773945
2025-01-06,NIFTY_IT,184409.66303701134,207830.84895969095,0.0,392.2405119967023,11.649543206302058,0.3922405119967023,2.1675210692937767,27.6614494555517,434.11126623984654,0.001106747653448648
2025-01-06,NIFTY_MIDSMALL_FINANCIAL_SERVICES,184409.66303701134,201888.60261728487,0.0,386.2982656542962,11.473058489932598,0.3862982656542962,2.134684216005641,27.6614494555517,427.9537560814405,0.0011078324552055388
2025-01-06,NIFTY_MIDSMALL_HEALTHCARE,184409.66303701134,210301.23639582947,0.0,394.71089943284085,11.722913713155371,0.3947108994328408,2.181172430265878,27.6614494555517,436.6711459312466,0.0011063062777306083
2025-01-06,NIFTY_MIDSMALL_IT_TELECOM,184409.66303701134,206748.68347843643,0.0,391.15834651544776,11.617402891508798,0.39115834651544773,2.1615410228443643,27.6614494555517,432.9898982318681,0.001106942756275222
2025-01-06,NIFTY_PHARMA,184409.66303701134,0.0,0.0,184.40966303701134,5.4769669921992366,0.18440966303701134,1.0190477979425245,27.6614494555517,218.7515369457418,0.0011862259999999999
2025-01-06,NIFTY_PSU_BANK,184409.66303701134,204418.1839975733,0.0,388.82784703458464,11.548187056927164,0.3888278470345846,2.1486626827131143,27.6614494555517,430.5749740768112,0.0011073666080261822
2025-01-07,NIFTY_CONSUMER_DURABLES,0.0,92294.78469288273,0.0,92.29478469288274,2.7411551053786174,0.09229478469288273,0.51002098021287,0.0,95.63825556316712,0.0010362260000000001
2025-01-07,NIFTY_FINANCIAL_SERVICES,180067.62534283876,180254.40964873144,0.0,360.3220349915702,10.701564439249635,0.3603220349915702,1.991139565363417,27.010143801425812,400.38520483260066,0.0011111871213814826
2025-01-07,NIFTY_IT,0.0,90280.29192695036,0.0,90.28029192695037,2.681324670230426,0.09028029192695036,0.49888889318832774,0.0,93.55078578229606,0.001036226
2025-01-07,NIFTY_MIDSMALL_FINANCIAL_SERVICES,175703.22732849495,175885.4844404948,0.0,351.58871176898975,10.442184739538995,0.35158871176898976,1.9428792212354373,26.35548409927424,390.68084854080746,0.0011111871213814826
2025-01-07,NIFTY_MIDSMALL_IT_TELECOM,0.0,91065.36379930806,0.0,91.06536379930806,2.7046413048394493,0.09106536379930806,0.5032272003549763,0.0,94.36429766830179,0.001036226
2025-01-07,NIFTY_PHARMA,183855.21989864315,184045.9330796946,0.0,367.9011529783378,10.926664243456631,0.36790115297833775,2.0330217713582943,27.57828298479647,408.80702313092746,0.0011111871213814824
2025-01-07,NIFTY_PSU_BANK,0.0,90781.7111525069,0.0,90.7817111525069,2.6962168212294553,0.0907817111525069,0.5016597358287531,0.0,94.07036942071761,0.001036226
2025-01-08,NIFTY_FINANCIAL_SERVICES,180558.3729919938,180745.66635085386,0.0,361.30403934284766,10.730729968482576,0.36130403934284766,1.9965661214085764,27.083755948799066,401.47639542088075,0.0011111871213814824
2025-01-08,NIFTY_HEALTHCARE,0.0,89063.14124127342,0.0,89.06314124127343,2.6451752948658207,0.08906314124127342,0.4921629184992769,0.0,92.2895425958798,0.0010362260000000001
2025-01-08,NIFTY_MIDSMALL_FINANCIAL_SERVICES,169983.24690908816,170159.57068037603,0.0,340.1428175894642,10.102241682407087,0.3401428175894642,1.8796292099993792,25.49748703636322,377.96231833582334,0.0011111871213814824
2025-01-08,NIFTY_PHARMA,179490.54598578226,179676.73168675107,0.0,359.1672776725334,10.66726814687424,0.3591672776725333,1.9847583764184193,26.923581897867336,399.10205337136586,0.0011111871213814824
2025-01-09,NIFTY_FINANCIAL_SERVICES,178622.82885606948,178808.11447329767,0.0,357.43094332936715,10.615699016882205,0.35743094332936715,1.975163392838083,26.79342432841042,397.17266101082726,0.0011111871213814824
2025-01-09,NIFTY_MIDSMALL_FINANCIAL_SERVICES,158895.75601394667,159060.5787211926,0.0,317.9563347351393,9.443303141633637,0.31795633473513923,1.7570267057463795,23.834363402092,353.30898431934645,0.0011111871213814824
2025-01-09,NIFTY_PHARMA,0.0,85471.21213374862,0.0,85.47121213374862,2.538495000372334,0.08547121213374861,0.4723139182510948,0.0,88.5674922645058,0.0010362260000000001
2025-01-10,NIFTY_FINANCIAL_SERVICES,174304.82084967018,174485.62739340152,0.0,348.79044824307175,10.35907631281923,0.3487904482430717,1.9274160169912142,26.145723127450527,387.5714541485758,0.0011111871213814826
2025-01-10,NIFTY_MIDSMALL_FINANCIAL_SERVICES,147698.01667967922,147851.22396208055,0.0,295.54924064175975,8.777812447060263,0.29554924064175975,1.6332051037863642,22.15470250195188,328.4105099352,0.0011111871213814824
2025-01-13,NIFTY_CONSUMER_DURABLES,240264.0616932837,84126.68518861881,0.0,324.3907468819025,9.634405182392506,0.3243907468819025,1.7925832672693933,36.03960925399255,372.18173533243885,0.0011473253750605133
2025-01-13,NIFTY_FINANCIAL_SERVICES,0.0,165194.26626238157,0.0,165.19426626238157,4.906269707992733,0.16519426626238157,0.9128635153659205,0.0,171.1785937520026,0.001036226
2025-01-13,NIFTY_FINANCIAL_SERVICES_EX_BANK,240264.0616932837,162601.56227803015,0.0,402.8656239713139,11.965109031948021,0.40286562397131387,2.2262354380654803,36.03960925399255,453.49944331929123,0.0011256841396613745
2025-01-13,NIFTY_HEALTHCARE,240264.0616932837,83676.20128230729,0.0,323.940262975591,9.621025810375052,0.323940262975591,1.7900938932031156,36.03960925399255,371.7149321961373,0.0011474798741647812
2025-01-13,NIFTY_IT,240264.0616932837,93896.06590962618,0.0,334.1601276029099,9.924555789806423,0.33416012760290986,1.84656886513368,36.03960925399255,382.3050216394455,0.0011440773152138226
2025-01-13,NIFTY_MIDSMALL_FINANCIAL_SERVICES,0.0,132744.389684588,0.0,132.74438968458804,3.9425083736322644,0.13274438968458802,0.7335454973970335,0.0,137.55318794530191,0.0010362260000000001
2025-01-13,NIFTY_MIDSMALL_HEALTHCARE,240264.0616932837,168577.40468273673,0.0,408.84146637602043,12.142591551367808,0.40884146637602037,2.259257943193889,36.03960925399255,459.6917665909507,0.0011243765723317363
2025-01-13,NIFTY_MIDSMALL_IT_TELECOM,240264.0616932837,82913.19445551581,0.0,323.17725614879953,9.598364507619346,0.3231772561487995,1.7858775174782662,36.03960925399255,370.92428468403847,0.0011477425395098192
2025-01-13,NIFTY_PHARMA,240264.0616932837,86653.37684322496,0.0,326.91743853650866,9.709447924534308,0.3269174385365087,1.8065457653527468,36.03960925399255,374.7999589189248,0.0011464667060795805
2025-01-13,NIFTY_PSU_BANK,0.0,84253.3631745453,0.0,84.2533631745453,2.5023248862839953,0.08425336317454529,0.46558408490253733,0.0,87.30552550890637,0.001036226
2025-01-14,NIFTY_CONSUMER_DURABLES,0.0,118352.58410794222,0.0,118.35258410794222,3.515071748005884,0.11835258410794222,0.6540163797804888,0.0,122.64002481983653,0.001036226
2025-01-14,NIFTY_IT,0.0,116417.5087364694,0.0,116.4175087364694,3.457600009473141,0.1164175087364694,0.6433231532777299,0.0,120.63484940795675,0.0010362260000000001
2025-01-14,NIFTY_MIDSMALL_IT_TELECOM,0.0,112183.55804885372,0.0,112.18355804885373,3.3318516740509554,0.11218355804885372,0.6199263417779656,0.0,116.2475196227315,0.0010362260000000001
