Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2021,,,,,,,,-8.68,3.36,3.91,10.36,0.0
2022,0.0,0.0,0.0,0.0,0.0,0.0,2.72,9.48,-10.02,1.13,6.97,-7.73
2023,0.0,0.0,0.0,0.0,5.42,11.04,10.22,2.24,5.09,6.2,10.9,2.08
2024,17.23,-5.83,-4.1,12.46,5.65,4.42,12.15,-5.43,1.08,-2.64,0.0,0.0
2025,0.0,0.0,0.0,0.82,1.59,4.47,-7.93,-1.04,-3.35,2.97,-2.1,2.94
2026,-4.56,0.0,0.0,3.28,9.93,2.03,-8.48,2.59,,,,
