symbol,total_invested_amount,closed_invested_amount,open_invested_amount,realized_pnl,unrealized_pnl,total_pnl,total_return_pct,closed_trades,winning_trades,losing_trades,total_transaction_cost,open_market_value
GVT&D,588927.319868539,588927.319868539,0.0,458944.82788935973,0.0,458944.82788935973,0.7792894172269099,3,2,1,1086.9586990474556,0.0
BLISSGVS,233140.61057634646,0.0,233140.61057634646,0.0,194913.67199166946,194913.67199166946,0.8360348354146613,0,0,0,0.0,428054.2825680159
BSE,354310.0701230609,354310.0701230609,0.0,190321.53180041147,0.0,190321.53180041147,0.537160944181767,2,2,0,564.9468389378774,0.0
JINDALSAW,109333.56266123433,109333.56266123433,0.0,181158.59817545206,0.0,181158.59817545206,1.6569349225065018,1,1,0,301.3277735286087,0.0
COCHINSHIP,288273.36016802245,288273.36016802245,0.0,160163.10077585714,0.0,160163.10077585714,0.5555945255659586,2,2,0,465.1635347269686,0.0
IFCI,198412.34504262582,198412.34504262582,0.0,132074.1228286117,0.0,132074.1228286117,0.6656547645774642,1,1,0,342.8139033361394,0.0
RECLTD,112220.00725096712,112220.00725096712,0.0,99158.5199984596,0.0,99158.5199984596,0.8836082123636206,1,1,0,219.2631319357177,0.0
ACUTAAS,233140.61057634646,0.0,233140.61057634646,0.0,91641.15248085564,91641.15248085564,0.39307245637861943,0,0,0,0.0,324781.7630572021
GODFRYPHLP,548713.9697499364,548713.9697499364,0.0,71152.3551155864,0.0,71152.3551155864,0.12967112017944873,3,2,1,642.987883112267,0.0
OLECTRA,195671.27987817,195671.27987817,0.0,68205.08708452422,0.0,68205.08708452422,0.34856973965208626,2,1,1,273.71918717073,0.0
JBMA,206164.23442914273,206164.23442914273,0.0,65956.38397556695,0.0,65956.38397556695,0.31992156233207225,2,1,1,282.2709564311375,0.0
LAURUSLABS,721551.9754693403,504434.0775639077,217117.89790543268,28595.22101721959,34050.26730274258,62645.48831996217,0.08682047925821812,2,2,0,552.9117594924192,251168.16520817525
JSL,109333.56266123433,109333.56266123433,0.0,62505.53525416942,0.0,62505.53525416942,0.5716957696498038,1,1,0,178.24884716639102,0.0
HSCL,260945.58704542587,260945.58704542587,0.0,59487.93831099165,0.0,59487.93831099165,0.22797066233059496,2,1,1,332.38597723762814,0.0
FACT,408849.6756144555,408849.6756144555,0.0,55969.13546760372,0.0,55969.13546760372,0.1368941662567993,3,2,1,482.1569609112952,0.0
BHARATFORG,233140.61057634646,0.0,233140.61057634646,0.0,44675.542808195576,44675.542808195576,0.19162488550473147,0,0,0,0.0,277816.15338454203
RVNL,373291.19270403497,373291.19270403497,0.0,42648.04958827795,0.0,42648.04958827795,0.11424874313091973,3,3,0,431.4541412825989,0.0
LTF,243566.70204122542,243566.70204122542,0.0,40143.854882769374,0.0,40143.854882769374,0.16481667874278946,1,1,0,294.29320983477766,0.0
TRIDENT,86200.46146305675,86200.46146305675,0.0,38173.901244285546,0.0,38173.901244285546,0.4428503118935839,1,1,0,129.01363565439812,0.0
KARURVYSYA,105072.90774480456,105072.90774480456,0.0,34734.500748457445,0.0,34734.500748457445,0.3305752309893121,1,1,0,145.0223476005036,0.0
ADANIPOWER,341380.2780812188,341380.2780812188,0.0,31892.716819126334,0.0,31892.716819126334,0.09342284504068112,2,2,0,387.1964053959829,0.0
RBLBANK,243566.70204122542,243566.70204122542,0.0,27520.96889564094,0.0,27520.96889564094,0.11299150772663014,1,1,0,281.1994791156714,0.0
ZENSARTECH,111012.38210537919,111012.38210537919,0.0,22652.614670042385,0.0,22652.614670042385,0.20405484722000877,1,1,0,138.6508185316918,0.0
BSOFT,194911.45755545137,194911.45755545137,0.0,20960.62903549692,0.0,20960.62903549692,0.10753923498588441,1,1,0,223.9243049866511,0.0
HINDCOPPER,634113.6150232493,634113.6150232493,0.0,20704.689756415883,0.0,20704.689756415883,0.03265138812018215,3,1,2,679.24360256993,0.0
SAREGAMA,100000.0,100000.0,0.0,20518.209902290993,0.0,20518.209902290993,0.20518209902290993,1,1,0,125.01364496347732,0.0
SCHAEFFLER,108239.66750487236,108239.66750487236,0.0,19631.44871432245,0.0,19631.44871432245,0.18137018679809552,1,1,0,132.64082114288098,0.0
FLUOROCHEM,100000.0,100000.0,0.0,18177.481386681375,0.0,18177.481386681375,0.18177481386681374,1,1,0,122.58560521874871,0.0
WOCKPHARMA,364341.81496545195,364341.81496545195,0.0,17998.349283257267,0.0,17998.349283257267,0.04939962569205494,2,1,1,396.60178812328274,0.0
MAHSEAMLES,241820.31047685156,241820.31047685156,0.0,17124.471916307884,0.0,17124.471916307884,0.07081486200451777,2,2,0,268.6036501661311,0.0
COROMANDEL,249818.2974658765,249818.2974658765,0.0,16738.942870599105,0.0,16738.942870599105,0.06700447101111771,1,1,0,276.5000594755349,0.0
NAHARSPING,100000.0,100000.0,0.0,16607.88119063571,0.0,16607.88119063571,0.16607881190635712,1,1,0,120.9574575570622,0.0
DBCORP,111571.42880842646,111571.42880842646,0.0,15284.011245272208,0.0,15284.011245272208,0.13698857681132323,1,1,0,131.5872593645062,0.0
NAVA,302446.3305877199,302446.3305877199,0.0,14715.40367055218,0.0,14715.40367055218,0.04865459482334239,2,1,1,328.9921454584321,0.0
IRCTC,84099.85106974357,84099.85106974357,0.0,13311.45800002321,0.0,13311.45800002321,0.15828158826326683,1,1,0,101.0448364388118,0.0
IONEXCHANG,220904.99146966077,220904.99146966077,0.0,10965.205450029222,0.0,10965.205450029222,0.049637653622395354,2,1,1,240.5191588792315,0.0
GESHIP,337745.2659741163,337745.2659741163,0.0,9493.45704806871,0.0,9493.45704806871,0.028108334903489837,2,1,1,360.19103231503834,0.0
ITC,116190.05540354284,116190.05540354284,0.0,9469.202261099106,0.0,9469.202261099106,0.08149752772052103,1,1,0,130.34645832192234,0.0
AEGISLOG,217117.8979054327,0.0,217117.8979054327,0.0,9145.12139311945,9145.12139311945,0.04212053212261053,0,0,0,0.0,226263.01929855216
SONATSOFTW,109333.56266123433,109333.56266123433,0.0,8937.660920020362,0.0,8937.660920020362,0.08174672719403964,1,1,0,122.68284407949835,0.0
UNIONBANK,105663.67282971728,105663.67282971728,0.0,8768.700120311894,0.0,8768.700120311894,0.08298689497991546,1,1,0,118.7008009486808,0.0
ASHOKLEY,225957.90953200258,225957.90953200258,0.0,7966.372938705884,0.0,7966.372938705884,0.03525600389561756,1,1,0,242.64986362507713,0.0
NH,249818.2974658765,249818.2974658765,0.0,7128.200633574974,0.0,7128.200633574974,0.02853354100112958,1,1,0,266.5308281134949,0.0
MCX,422735.0877738226,422735.0877738226,0.0,6902.733525950147,0.0,6902.733525950147,0.016328745177744367,2,1,1,445.66368931630376,0.0
GLENMARK,194291.01688629,194291.01688629,0.0,6516.601491855072,0.0,6516.601491855072,0.03354041579631524,1,1,0,208.2979188808019,0.0
GMDCLTD,399439.3813418468,399439.3813418468,0.0,6360.467412994463,0.0,6360.467412994463,0.01592348604092963,2,1,1,420.936539462375,0.0
WSI,116190.05540354284,116190.05540354284,0.0,6230.645619164068,0.0,6230.645619164068,0.05362460322033795,1,1,0,126.9871006733378,0.0
BAJFINANCE,249818.2974658765,249818.2974658765,0.0,5359.213243012493,0.0,5359.213243012493,0.021452444826402378,1,1,0,264.69585593984635,0.0
IRCON,109333.56266123433,109333.56266123433,0.0,4775.324564596633,0.0,4775.324564596633,0.04367665745415051,1,1,0,118.3652489229043,0.0
TIMKEN,108239.66750487236,108239.66750487236,0.0,4405.415404960183,0.0,4405.415404960183,0.0407005629868724,1,1,0,116.84684342049438,0.0
KTKBANK,105663.67282971728,105663.67282971728,0.0,4316.188243626027,0.0,4316.188243626027,0.04084836470318231,1,1,0,114.08220646906686,0.0
ELECON,314155.1434364146,314155.1434364146,0.0,4030.2923743236533,0.0,4030.2923743236533,0.01282898739214623,3,1,2,330.0540319777582,0.0
HAL,289965.11950363446,289965.11950363446,0.0,3386.6030819066873,0.0,3386.6030819066873,0.011679346425197322,2,1,1,304.2939994417905,0.0
POONAWALLA,100000.0,100000.0,0.0,3227.341690770567,0.0,3227.341690770567,0.03227341690770567,1,1,0,107.07781218386846,0.0
TATAINVEST,287430.79198128474,287430.79198128474,0.0,2651.8219414056384,0.0,2651.8219414056384,0.009225949395074918,2,1,1,300.9029501550812,0.0
SOUTHBANK,104604.6553977698,104604.6553977698,0.0,2384.2188839244645,0.0,2384.2188839244645,0.022792665152982252,1,1,0,110.97965324358492,0.0
TATAPOWER,86200.46146305677,86200.46146305677,0.0,-1132.4791310354506,0.0,-1132.4791310354506,-0.013137738613160454,1,0,1,88.24109277458254,0.0
TATAELXSI,84099.85106974357,84099.85106974357,0.0,-1205.2071855357017,0.0,-1205.2071855357017,-0.014330669676646986,1,0,1,85.98668689417079,0.0
ITI,155872.67930062133,155872.67930062133,0.0,-2687.3550932175194,0.0,-2687.3550932175194,-0.017240706359031625,1,0,1,158.89927131846247,0.0
CREDITACC,108239.66750487236,108239.66750487236,0.0,-3296.0127403744236,0.0,-3296.0127403744236,-0.030451061208461815,1,0,1,108.8581452424086,0.0
MASTEK,84099.85106974357,84099.85106974357,0.0,-3740.7688318399996,0.0,-3740.7688318399996,-0.044480088659583944,1,0,1,83.35654657188186,0.0
INDIGO,249818.2974658765,249818.2974658765,0.0,-4621.496874812226,0.0,-4621.496874812226,-0.01849943307472701,1,0,1,254.34285657016846,0.0
CARTRADE,703522.7631977813,703522.7631977813,0.0,-4745.495500242148,0.0,-4745.495500242148,-0.006745333269206596,3,1,2,724.8422734067535,0.0
SHOPERSTOP,213312.57524967688,213312.57524967688,0.0,-4955.75057386804,0.0,-4955.75057386804,-0.023232341403536392,2,1,1,216.12871720262672,0.0
GOKEX,255872.67930062133,255872.67930062133,0.0,-6739.638668537362,0.0,-6739.638668537362,-0.026339813562584587,2,1,1,258.42592182128703,0.0
PRAJIND,100000.0,100000.0,0.0,-6799.423367399368,0.0,-6799.423367399368,-0.06799423367399368,1,0,1,96.67703998412782,0.0
ATGL,321467.8889511069,321467.8889511069,0.0,-8702.51293492251,0.0,-8702.51293492251,-0.027071173308529435,3,2,1,324.4317991932976,0.0
OFSS,339118.1081488109,339118.1081488109,0.0,-9523.828021149233,0.0,-9523.828021149233,-0.028084103420894325,2,1,1,341.88843620626267,0.0
ADANIENSOL,411473.67306991946,194355.77516448675,217117.89790543268,5332.041991325594,-15150.214362813218,-9818.172371487624,-0.023860997711557783,2,1,1,207.13634808953424,201967.68354261946
INDIAGLYCO,231061.79242574758,231061.79242574758,0.0,-10860.10438900854,0.0,-10860.10438900854,-0.04700086619685714,1,0,1,228.41540436836496,0.0
WELENT,112220.00725096712,112220.00725096712,0.0,-12827.833603238916,0.0,-12827.833603238916,-0.11430968431993543,1,0,1,103.0995890050071,0.0
HUBTOWN,643206.003197795,643206.003197795,0.0,-13106.669751228124,0.0,-13106.669751228124,-0.02037709487484002,5,1,4,653.6025918993957,0.0
