asset_class,active_trading_days,active_years,total_return,cagr
Stocks,774,3.0714285714285716,1.308751657376313,0.31313344381915953
GOLDBEES,0,0.0,0.0,0.0
Combined,1228,4.873015873015873,1.535974772499796,0.21041773568608524
