strategy_name,benchmark_name,universe,portfolio_size,rebalance_frequency,market_filter,initial_capital,final_portfolio_value,absolute_return,cagr,xirr,max_drawdown,sharpe_ratio,sortino_ratio,calmar_ratio,total_trades,winning_trades,losing_trades,win_rate,profit_factor,average_holding_days,portfolio_turnover,total_transaction_costs
Momentum V1,NIFTY500,NIFTY500,10,Monthly,Weekly Supertrend,1000000,2535974.772499798,1.5359747724997979,0.2049612637315119,0.0,0.18594271194816228,1.0823752136376923,0.8209242324912239,1.1022817812222276,156,76,80,0.48717948717948717,1.8424485941249298,60.06410256410256,52.12832786224377,57953.98943976445
