Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2021,,,,,,,,-3.01,0.01,-1.66,-1.12,0.0
2022,0.0,0.0,0.0,0.0,0.0,0.0,3.54,16.56,-5.76,-3.7,2.02,-9.3
2023,0.0,0.0,0.0,0.0,-4.45,29.95,16.49,9.92,6.63,-4.18,0.0,6.41
2024,4.1,-10.87,-3.11,5.81,-6.07,6.9,0.08,2.01,3.53,-1.58,0.0,0.0
2025,0.0,0.0,0.0,0.69,-0.48,1.63,-6.56,-2.53,-1.25,2.91,0.03,1.94
2026,0.69,0.0,0.0,1.31,9.09,-8.98,-3.25,4.17,,,,
