asset_class,active_trading_days,active_years,total_return,cagr
Stocks,753,2.988095238095238,0.6245965972109166,0.17632787278568807
GOLDBEES,0,0.0,0.0,0.0
Combined,1232,4.888888888888889,0.610946046099238,0.1024463814006944
