initial_capital,final_portfolio_value,absolute_return,cagr,xirr,annualized_volatility,sharpe_ratio,sortino_ratio,calmar_ratio,max_drawdown,max_drawdown_duration,total_trades,winning_trades,losing_trades,win_rate,profit_factor,expectancy,average_trade_return,average_winning_trade,average_losing_trade,largest_winning_trade,largest_losing_trade,average_holding_days,median_holding_days,total_buy_value,total_sell_value,portfolio_turnover,total_buy_transaction_costs,total_sell_transaction_costs,total_transaction_costs,transaction_cost_drag
1000000,1610946.0460992367,0.6109460460992368,0.10024659915645007,0.0,0.17903540538280865,0.6235094529289955,0.471955131030402,0.4622810160342024,0.21685207845314852,577,75,32,43,0.4266666666666667,1.525301568201631,7220.320997068307,0.04018067831444453,49137.698376574066,-23974.006355122023,298388.24702465435,-80491.24052797566,63.4,60,20874064.353841458,20234000.691333186,41.10806504517464,24761.3578621996,20966.997600377425,45728.35546257702,0.04572835546257702
