symbol,total_invested_amount,closed_invested_amount,open_invested_amount,realized_pnl,unrealized_pnl,total_pnl,total_return_pct,closed_trades,winning_trades,losing_trades,total_transaction_cost,open_market_value
TRENT,315193.5028949545,315193.5028949545,0.0,298388.24702465435,0.0,298388.24702465435,0.9466827338890266,1,1,0,636.4688880021356,0.0
APARINDS,693202.2040495859,392563.52032739355,300638.6837221923,176754.82172807245,50971.98406865093,227726.80579672338,0.3285142552438188,2,2,0,590.5544161552023,351610.66779084323
JBMA,392108.91053877666,392108.91053877666,0.0,120747.44169376869,0.0,120747.44169376869,0.3079436310892702,2,1,1,531.9863445303688,0.0
JSL,191185.35476860177,191185.35476860177,0.0,115046.91251810807,0.0,115046.91251810807,0.6017558858383966,1,1,0,317.6549997712312,0.0
FACT,708896.9297950214,708896.9297950214,0.0,97118.15171343037,0.0,97118.15171343037,0.13699897352004645,3,2,1,836.0801518426003,0.0
MAZDOCK,474150.6647049759,474150.6647049759,0.0,87032.07114831745,0.0,87032.07114831745,0.1835536204562113,2,1,1,582.1153446974893,0.0
GODFRYPHLP,865146.2346227,865146.2346227,0.0,67987.903298182,0.0,67987.903298182,0.07858544668790277,3,2,1,967.9408606875106,0.0
BHEL,320355.9067037754,320355.9067037754,0.0,58914.389936205014,0.0,58914.389936205014,0.1839029301578684,1,1,0,393.4174117569756,0.0
ABCAPITAL,622067.8503867696,622067.8503867696,0.0,38994.49476062548,0.0,38994.49476062548,0.06268527578845413,2,1,1,685.7205511265163,0.0
ADANIPOWER,506414.5390855722,506414.5390855722,0.0,33196.29097046061,0.0,33196.29097046061,0.06555161514596883,2,2,0,559.738787870843,0.0
VBL,188653.7145160173,188653.7145160173,0.0,27875.39914588806,0.0,27875.39914588806,0.14775960927883744,1,1,0,224.60583974431643,0.0
ITC,188653.7145160173,188653.7145160173,0.0,24983.253985067633,0.0,24983.253985067633,0.1324291655171543,1,1,0,221.60581502928974,0.0
ADANIENSOL,488711.4499709144,188072.76624872215,300638.68372219225,43321.91947212388,-20978.18995156756,22343.72952055632,0.04571967675790306,1,1,0,240.02591069510532,279660.4937706247
ATGL,188653.7145160173,188653.7145160173,0.0,21958.500296450824,0.0,21958.500296450824,0.11639580144384848,1,1,0,218.46823537193112,0.0
GVT&D,317760.8245695549,317760.8245695549,0.0,21578.321051904677,0.0,21578.321051904677,0.06790743031692185,1,1,0,351.9967937403329,0.0
ARVIND,300638.68372219225,0.0,300638.68372219225,0.0,16592.96320362785,16592.96320362785,0.05519237577211028,0,0,0,0.0,317231.6469258201
ADANIENT,401378.1655587918,401378.1655587918,0.0,15845.03369990587,0.0,15845.03369990587,0.03947657112301235,2,1,1,432.7859909713235,0.0
COROMANDEL,328324.0817965652,328324.0817965652,0.0,14997.543145852007,0.0,14997.543145852007,0.04567908349514466,1,1,0,356.1278230371357,0.0
MUTHOOTFIN,289251.77802123537,289251.77802123537,0.0,14676.973746998796,0.0,14676.973746998796,0.05074117036515256,1,1,0,315.2655611011078,0.0
CANBK,289251.77802123537,289251.77802123537,0.0,12997.262493259723,0.0,12997.262493259723,0.04493407986002261,1,1,0,313.523195142583,0.0
CONSOFINVT,799283.7956644522,498645.11194226,300638.6837221923,-14339.80361267113,22835.213998402294,8495.410385731164,0.010628778453676579,2,1,1,502.37032161802546,323473.8977205946
HERITGFOOD,328279.25514649926,328279.25514649926,0.0,3475.7553925732473,0.0,3475.7553925732473,0.010587800898421505,1,1,0,344.12976375944237,0.0
BAJFINANCE,328324.0817965652,328324.0817965652,0.0,3089.390804207753,0.0,3089.390804207753,0.009409577230225799,1,1,0,343.7754861561262,0.0
NATIONALUM,571029.9104194362,571029.9104194362,0.0,863.8328538198402,0.0,863.8328538198402,0.0015127628834456898,2,1,1,593.225882099978,0.0
FORTIS,304525.93420996633,304525.93420996633,0.0,-676.419948799587,0.0,-676.419948799587,-0.0022212228017768924,1,0,1,315.1833679654451,0.0
CUMMINSIND,576218.7880557085,576218.7880557085,0.0,-925.3660531903042,0.0,-925.3660531903042,-0.001605928290385492,2,1,1,596.7523718312347,0.0
LTF,289251.7780212354,289251.7780212354,0.0,-1342.3067880616545,0.0,-1342.3067880616545,-0.004640617240952998,1,0,1,298.6487473349226,0.0
EICHERMOT,304525.93420996633,304525.93420996633,0.0,-3063.8089894230457,0.0,-3063.8089894230457,-0.010060913194048664,1,0,1,312.7069272171452,0.0
BASF,200000.0,200000.0,0.0,-3106.454058635225,0.0,-3106.454058635225,-0.015532270293176125,1,0,1,204.23784810502715,0.0
LTTS,200923.55577017492,200923.55577017492,0.0,-4315.708865914071,0.0,-4315.708865914071,-0.021479357407204986,1,0,1,203.94149224295555,0.0
ITI,617064.3720202879,617064.3720202879,0.0,-6491.22644779233,0.0,-6491.22644779233,-0.010519528824099587,2,1,1,633.3480600708998,0.0
BSOFT,340160.99063790013,340160.99063790013,0.0,-9477.85805669825,0.0,-9477.85805669825,-0.02786285999145442,1,0,1,343.0179038124845,0.0
DALMIASUG,200000.0,200000.0,0.0,-12208.038343989198,0.0,-12208.038343989198,-0.061040191719945985,1,0,1,194.7967667333665,0.0
KALYANKJIL,957520.8591275648,957520.8591275648,0.0,-14684.935847862947,0.0,-14684.935847862947,-0.01533641351817962,3,1,2,978.004531159738,0.0
SUZLON,849360.5906364564,849360.5906364564,0.0,-14754.049985525926,0.0,-14754.049985525926,-0.017370772965190424,3,2,1,865.7380975183902,0.0
