asset_class,active_trading_days,active_years,total_return,cagr
Stocks,1575,6.25,0.8732948397462081,0.10564824751787882
GOLDBEES,1014,4.023809523809524,1.0604249070570115,0.19680877467010682
Combined,2610,10.357142857142858,2.8479098190503986,0.13894950890984026
