initial_capital,final_portfolio_value,absolute_return,cagr,xirr,annualized_volatility,sharpe_ratio,sortino_ratio,calmar_ratio,max_drawdown,max_drawdown_duration,total_trades,winning_trades,losing_trades,win_rate,profit_factor,expectancy,average_trade_return,average_winning_trade,average_losing_trade,largest_winning_trade,largest_losing_trade,average_holding_days,median_holding_days,total_buy_value,total_sell_value,portfolio_turnover,total_buy_transaction_costs,total_sell_transaction_costs,total_transaction_costs,transaction_cost_drag
1000000,3847909.819050402,2.8479098190504017,0.13573310168532404,0.0,0.1910348488247267,0.7622652479620387,0.7542492492470289,0.46747390788936927,0.29035439068279756,407,164,68,96,0.4146341463414634,2.0762556449205922,19004.468390405054,0.022455913347029167,88421.1267626953,-30165.66462330055,839905.0784655043,-235651.23090443367,39.65853658536585,21.0,122994702.23989832,122121247.45166016,245.11594969155848,145899.51365922508,126545.211761844,272444.7254210691,0.27244472542106907
