initial_capital,final_portfolio_value,total_return,cagr,absolute_return,xirr,max_drawdown,max_drawdown_duration,annualized_volatility,sharpe_ratio,sortino_ratio,calmar_ratio,total_trades,winning_trades,losing_trades,win_rate,profit_factor,expectancy,average_trade_return,average_winning_trade,average_losing_trade,largest_winning_trade,largest_losing_trade,average_holding_days,median_holding_days,total_buy_value,total_sell_value,portfolio_turnover,total_buy_transaction_costs,total_sell_transaction_costs,total_transaction_costs,transaction_cost_drag
1000000.0,1487044.850379745,0.4870448503797451,0.08274517357460454,0.4870448503797451,0.0,0.40075891423977306,507,0.20648896543844275,0.4991183160074576,0.6773274908351137,0.2064711991037542,113,43,70,0.3805309734513274,1.2321934423809007,2187.928651475599,0.004141588419694922,30512.099110767696,-15211.204630660974,296026.15006458526,-139468.71586964314,84.05309734513274,42.0,20317453.570660513,19337491.582212787,39.6549451528733,24101.09167931034,20038.01155227003,44139.10323158036,0.04413910323158036
