symbol,total_invested_amount,closed_invested_amount,open_invested_amount,realized_pnl,unrealized_pnl,total_pnl,total_return_pct,closed_trades,winning_trades,losing_trades,total_transaction_cost,open_market_value
BSOFT,961326.3544714017,961326.3544714017,0.0,304277.1234979705,0.0,304277.1234979705,0.31651802957725156,3,2,1,1312.8115990743531,0.0
COALINDIA,1495465.447549185,1495465.447549185,0.0,153597.0597955245,0.0,153597.0597955245,0.10270853134537083,4,3,1,1710.5739869760073,0.0
NTPC,1192378.87297172,1192378.87297172,0.0,105715.5689106434,0.0,105715.5689106434,0.08865937774222094,3,3,0,1346.514504472906,0.0
SHRIRAMFIN,846343.2900598281,846343.2900598281,0.0,84823.45002208419,0.0,84823.45002208419,0.10022345662607901,2,1,1,965.9000771814971,0.0
EICHERMOT,1116607.073244054,1116607.073244054,0.0,67411.38706806012,0.0,67411.38706806012,0.060371628197026635,3,1,2,1228.1833886154322,0.0
BAJAJ-AUTO,2216715.6655013002,2216715.6655013002,0.0,37581.58730879864,0.0,37581.58730879864,0.016953724780169193,5,3,2,2338.384519927945,0.0
ABB,1148892.9327009856,1148892.9327009856,0.0,18099.809676647783,0.0,18099.809676647783,0.015754130921578655,3,2,1,1210.5225964510355,0.0
BAJAJFINSV,1163829.776430028,1163829.776430028,0.0,12491.281572953874,0.0,12491.281572953874,0.010732911140381772,3,1,2,1220.1988664407745,0.0
BAJFINANCE,732435.3784259695,732435.3784259695,0.0,3907.0756975993827,0.0,3907.0756975993827,0.00533436233787045,2,2,0,763.8086742739576,0.0
BEL,810199.0607848684,810199.0607848684,0.0,1663.659132639511,0.0,1663.659132639511,0.002053395533472806,2,1,1,842.1459122993579,0.0
SBILIFE,377243.0221876433,377243.0221876433,0.0,-1084.4386910664448,0.0,-1084.4386910664448,-0.002874642146533959,1,0,1,390.1896289808041,0.0
ULTRACEMCO,318085.6739095902,318085.6739095902,0.0,-1610.882442106123,0.0,-1610.882442106123,-0.005064303658529387,1,0,1,328.2795790983159,0.0
HEROMOTOCO,465346.70185891,465346.70185891,0.0,-3573.1484918973856,0.0,-3573.1484918973856,-0.0076784652768007375,1,0,1,478.99811240931547,0.0
ABBOTINDIA,730014.8570448383,730014.8570448383,0.0,-6069.512254669053,0.0,-6069.512254669053,-0.00831423113666337,2,0,2,750.9491418760276,0.0
ONGC,318085.6739095902,318085.6739095902,0.0,-10257.753686425865,0.0,-10257.753686425865,-0.03224839886797743,1,0,1,319.3101719634216,0.0
BRITANNIA,668996.2617068749,668996.2617068749,0.0,-10573.138739247159,0.0,-10573.138739247159,-0.015804481047877437,2,0,2,682.9828836418377,0.0
TITAN,347520.36747082183,347520.36747082183,0.0,-13884.25952032159,0.0,-13884.25952032159,-0.03995236199066038,1,0,1,346.0810277561828,0.0
KOTAKBANK,424843.01665459364,424843.01665459364,0.0,-15448.582078337142,0.0,-15448.582078337142,-0.036363036398682685,1,0,1,424.6652064914778,0.0
TRENT,430977.16778132546,430977.16778132546,0.0,-16316.446335866667,0.0,-16316.446335866667,-0.0378591896639534,1,0,1,430.12793048543716,0.0
BHARTIARTL,803965.475208211,803965.475208211,0.0,-16668.461782773174,0.0,-16668.461782773174,-0.020732807933644633,2,0,2,816.6638833830103,0.0
DRREDDY,342098.48074731894,342098.48074731894,0.0,-17426.016262402412,0.0,-17426.016262402412,-0.05093859588132352,1,0,1,336.78303251800105,0.0
JSWSTEEL,333333.3333333333,333333.3333333333,0.0,-24233.765207749693,0.0,-24233.765207749693,-0.07270129562324909,1,0,1,320.6292534492857,0.0
ASAHIINDIA,1149105.3284977393,1149105.3284977393,0.0,-24298.922910195477,0.0,-24298.922910195477,-0.021145949207251703,3,1,2,1166.7626722531763,0.0
LT,1357782.7534264787,1357782.7534264787,0.0,-29841.542663817625,0.0,-29841.542663817625,-0.02197814237108992,4,1,3,1377.4745840420728,0.0
MARUTI,792593.5525008207,792593.5525008207,0.0,-41104.54938809544,0.0,-41104.54938809544,-0.05186081726049983,2,0,2,779.5202028411961,0.0
BPCL,1472525.0570697207,1472525.0570697207,0.0,-49435.86138416364,0.0,-49435.86138416364,-0.03357216989063634,3,1,2,1476.1716723558206,0.0
ABREL,1787954.4520587618,1787954.4520587618,0.0,-72461.37124436404,0.0,-72461.37124436404,-0.04052752639248025,4,1,3,1779.4824791714423,0.0
INDUSTOWER,973456.646815672,973456.646815672,0.0,-73380.38206232307,0.0,-73380.38206232307,-0.075381253291928,2,0,2,933.6498998213962,0.0
ADANIENT,377797.1702189069,377797.1702189069,0.0,-109147.431747071,0.0,-109147.431747071,-0.28890484193893706,1,0,1,278.6706096288499,0.0
