strategy_name,benchmark_name,universe,portfolio_size,rebalance_frequency,market_filter,initial_capital,final_portfolio_value,absolute_return,cagr,xirr,max_drawdown,sharpe_ratio,sortino_ratio,calmar_ratio,total_trades,winning_trades,losing_trades,win_rate,profit_factor,average_holding_days,portfolio_turnover,total_transaction_costs
Momentum V1,NIFTY50,NIFTY50,3,Monthly,Weekly Supertrend,1000000,1252751.5357900294,0.25275153579002946,0.04618354045163464,0.0,0.31273032706731446,0.38699421275689333,0.27444806446853265,0.14767848351878501,64,23,41,0.359375,1.326440399831384,35.84375,50.59094566096889,56197.04108516433
