year,stock_days,gold_days,cash_days,stock_pnl,gold_pnl,cash_pnl,total_pnl,stock_pnl_share,gold_pnl_share,cash_pnl_share
2021,74,25,0,-16579.968377981102,-17969.53990608186,0.0,-34549.50828406296,0.47989014030712357,0.5201098596928765,-0.0
2022,104,143,0,275432.2476667168,115601.08272837254,0.0,391033.33039508935,0.7043702576157066,0.29562974238429335,0.0
2023,141,102,2,442955.6424292759,164809.60908260057,1335.3852027491666,609100.6367146256,0.7272289925988181,0.27057861894801594,0.0021923884531659388
2024,200,44,0,169292.4556819317,-71926.28291938617,0.0,97366.17276254552,1.7387194225534406,-0.7387194225534406,0.0
2025,135,112,0,76393.2942666472,974674.5610283248,0.0,1051067.855294972,0.07268160079465864,0.9273183992053413,0.0
2026,92,54,0,312094.13396069314,-106624.10168324783,0.0,205470.0322774453,1.5189277506866488,-0.5189277506866489,0.0
