asset_class,active_trading_days,active_years,total_return,cagr
Stocks,746,2.9603174603174605,0.9772413059412812,0.2589527601192141
GOLDBEES,480,1.9047619047619047,0.6773028206931908,0.3119613033473634
Combined,1228,4.873015873015873,2.3194885191606174,0.279174857202823
