year,beginning_value,ending_value,annual_return,realized_pnl,unrealized_pnl,buy_value,sell_value,turnover,buy_transaction_costs,sell_transaction_costs,transaction_costs,trades,winning_trades,losing_trades,win_rate,profit_factor,max_drawdown
2021,1000000,965450.491715937,-0.03454950828406296,-26878.170639031297,-7671.337645031861,2901766.2453099503,2877870.1985953287,5.779636443905279,3442.1505661090487,2982.123924409643,6424.274490518692,15,5,10,0.3333333333333333,0.7206946211009678,0.07715868912227962
2022,965450.491715937,1356483.8221110264,0.40502680743379066,362448.5613314618,-5964.739220435964,6389247.614254708,6758699.715958038,13.61845837050052,7579.091640466824,7003.540371868335,14582.632012335158,28,14,14,0.5,3.8088245041704334,0.12064782442870788
2023,1356483.8221110264,1965584.458825652,0.44902904611624006,873575.873810702,92008.58501494955,16959434.182547938,17851508.253349975,25.662630005954238,20117.721772627207,18498.196991335833,38615.91876396304,54,28,26,0.5185185185185185,4.731510166817226,0.08286309369019253
2024,1965584.458825652,2062950.6315881975,0.049535481584300586,1123730.9199127548,-60780.28832455748,25400722.26483018,26551967.023323644,26.431166086443934,30130.997169320763,27513.838580710566,57644.83575003133,77,40,37,0.5194805194805194,2.7793112687374344,0.20244259386834715
2025,2062950.6315881975,3114018.4868831695,0.5094973380365334,1869764.0513526048,244254.43553056498,37631005.339542486,39541743.57367146,37.40891698111127,44638.87693990482,40974.182776371286,85613.0597162761,95,47,48,0.49473684210526314,2.99936128450323,0.12674969890324692
2026,3114018.4868831695,3319488.519160615,0.0659822776078317,1807070.359408056,512418.15975255857,48797747.14983775,50657309.930886246,31.937850561789332,57885.1564105642,52492.42164044253,110377.57805100674,110,53,57,0.4818181818181818,2.3743933296946875,0.24438680036113766
