Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2021,,,,,,,,1.45,-2.28,-2.87,0.34,-0.07
2022,-0.55,5.67,1.22,1.52,-1.88,-0.43,4.05,20.08,-4.04,2.03,5.42,3.27
2023,4.02,-2.59,7.72,0.35,-0.74,3.61,5.13,8.65,5.92,-2.11,2.09,6.39
2024,17.1,-11.5,0.08,-4.42,-2.01,4.6,5.64,1.37,5.21,-4.28,-3.93,-0.31
2025,7.79,2.92,4.3,-4.8,2.52,8.44,-8.11,0.76,12.32,9.47,3.63,4.49
2026,1.96,0.37,-7.91,5.17,0.5,6.75,-4.39,4.86,,,,
