symbol,total_invested_amount,closed_invested_amount,open_invested_amount,realized_pnl,unrealized_pnl,total_pnl,total_return_pct,closed_trades,winning_trades,losing_trades,total_transaction_cost,open_market_value
GOLDBEES,13049774.899802707,13049774.899802707,0.0,1186024.1755067469,0.0,1186024.1755067469,0.09088464625736017,6,5,1,14766.806881839555,0.0
APARINDS,3478839.4747376824,2412282.635721323,1066556.8390163593,219922.93939284887,280447.1178668011,500370.05725964997,0.143832465077274,5,3,2,2730.3891545102797,1347003.9568831604
ADANIENSOL,1844073.710772158,677833.8415208668,1166239.8692512913,98828.7716462373,349068.166715662,447896.9383618993,0.24288450930432387,2,2,0,805.6328106565511,1515308.0359669533
TRENT,720495.4441006782,720495.4441006782,0.0,410347.81205523916,0.0,410347.81205523916,0.5695356097184416,1,1,0,1173.0247026489485,0.0
PFC,1684485.9024341176,1684485.9024341176,0.0,187369.75912076613,0.0,187369.75912076613,0.11123260743827709,3,1,2,1941.6775214817462,0.0
ADANIENT,689099.032693327,689099.032693327,0.0,180006.8865721582,0.0,180006.8865721582,0.2612206345270949,2,2,0,901.5243332505436,0.0
MUTHOOTFIN,1162257.6353223252,1162257.6353223252,0.0,170075.33488316572,0.0,170075.33488316572,0.14633187144948226,1,1,0,1382.0301599686986,0.0
BSOFT,674645.5322525036,674645.5322525036,0.0,140436.26455842235,0.0,140436.26455842235,0.20816303946982997,1,1,0,845.4850635876998,0.0
ARVIND,1406749.3384867762,340192.4994704168,1066556.8390163593,-22920.36342016788,148519.39061608422,125599.02719591634,0.089283160659611,1,0,1,329.1066653341978,1215076.2296324435
NH,873729.9212570176,873729.9212570176,0.0,114459.74142980656,0.0,114459.74142980656,0.13100128385798626,1,1,0,1025.0500048736674,0.0
RECLTD,674645.5322525036,674645.5322525036,0.0,98771.61626710139,0.0,98771.61626710139,0.14640520324402526,1,1,0,802.2662873277286,0.0
CANBK,1091782.2434892242,1091782.2434892242,0.0,49058.23051869916,0.0,49058.23051869916,0.04493407986002234,1,1,0,1183.394825505789,0.0
BAJFINANCE,873729.9212570176,873729.9212570176,0.0,44054.86242102296,0.0,44054.86242102296,0.050421602086880714,1,1,0,952.0189620525332,0.0
APOLLOTYRE,493815.9420596539,493815.9420596539,0.0,41450.096543053936,0.0,41450.096543053936,0.08393835235486724,1,1,0,555.2319318809749,0.0
BANKINDIA,900182.9439360225,900182.9439360225,0.0,34066.62115045091,0.0,34066.62115045091,0.037844108666951246,2,1,1,969.0978942658794,0.0
SBICARD,873729.9212570176,873729.9212570176,0.0,29774.21192004499,0.0,29774.21192004499,0.03407713435887537,1,1,0,937.2056307474618,0.0
WSI,493815.942059654,493815.942059654,0.0,26480.683956826346,0.0,26480.683956826346,0.05362460322033796,1,1,0,539.7041470600449,0.0
LUPIN,514081.0048589527,514081.0048589527,0.0,21253.88585061438,0.0,21253.88585061438,0.04134345686716389,1,1,0,555.3033522318817,0.0
BASF,792003.35813132,792003.35813132,0.0,18528.997469952534,0.0,18528.997469952534,0.023395099628959262,2,1,1,840.765924225881,0.0
BAJAJ-AUTO,742471.9093824597,742471.9093824597,0.0,6810.681485694688,0.0,6810.681485694688,0.009172982034242041,1,1,0,777.2314894823646,0.0
BAJAJFINSV,322068.14216087305,322068.14216087305,0.0,-5101.106940460052,0.0,-5101.106940460052,-0.015838595230918708,1,0,1,328.7901839754879,0.0
HDFCAMC,910644.4584275517,910644.4584275517,0.0,-7731.801816649977,0.0,-7731.801816649977,-0.008490472593443116,1,0,1,936.592091585984,0.0
ABREL,333333.3333333333,333333.3333333333,0.0,-11414.143415821973,0.0,-11414.143415821973,-0.03424243024746592,1,0,1,333.92705839147186,0.0
TMPV,528219.1492182013,528219.1492182013,0.0,-14138.144359248554,0.0,-14138.144359248554,-0.026765679321118757,1,0,1,533.2566777751573,0.0
ASAHIINDIA,317272.1360502489,317272.1360502489,0.0,-21925.06591693203,0.0,-21925.06591693203,-0.0691049210620235,1,0,1,306.36377520529226,0.0
PAYTM,1162257.6353223252,1162257.6353223252,0.0,-38987.67707353927,0.0,-38987.67707353927,-0.03354478033842036,1,0,1,1165.1689140794672,0.0
BEL,910644.4584275517,910644.4584275517,0.0,-56134.17778060817,0.0,-56134.17778060817,-0.061642254846131096,1,0,1,886.3842644945198,0.0
MARUTI,1162257.6353223252,1162257.6353223252,0.0,-70475.39183310086,0.0,-70475.39183310086,-0.06063663484865483,1,0,1,1132.5066799087601,0.0
SHRIRAMFIN,1166239.8692512913,1166239.8692512913,0.0,-86507.53498135981,0.0,-86507.53498135981,-0.07417645139922747,1,0,1,1120.0072984940834,0.0
OFSS,1406325.8920005881,1406325.8920005881,0.0,-103984.76274114863,0.0,-103984.76274114863,-0.07394072976443866,2,0,2,1350.919597018332,0.0
ABB,2242501.012711963,2242501.012711963,0.0,-137710.44338837842,0.0,-137710.44338837842,-0.061409311571208006,3,1,2,2183.301105859621,0.0
HINDZINC,1843765.4023494641,1843765.4023494641,0.0,-201337.41179742792,0.0,-201337.41179742792,-0.10919903993255796,2,1,1,1703.6919968809343,0.0
