strategy_name,benchmark_name,universe,portfolio_size,rebalance_frequency,market_filter,initial_capital,final_portfolio_value,absolute_return,cagr,xirr,max_drawdown,sharpe_ratio,sortino_ratio,calmar_ratio,total_trades,winning_trades,losing_trades,win_rate,profit_factor,average_holding_days,portfolio_turnover,total_transaction_costs
Momentum V1,NIFTY100,NIFTY100,3,Monthly,Weekly Supertrend,1000000,4077388.2224825574,3.0773882224825573,0.3252385104851727,0.0,0.2511668102917385,1.3185257087543905,1.2926202323904912,1.2949103828941313,51,29,22,0.5686274509803921,3.051383107090341,66.3529411764706,89.72587132762428,99777.27155260739
