asset_class,active_trading_days,active_years,total_return,cagr
Stocks,732,2.9047619047619047,1.4234482125579975,0.35626964830782937
GOLDBEES,480,1.9047619047619047,0.6778695207769112,0.31219399847186624
Combined,1228,4.873015873015873,3.077388222482554,0.33431250788596034
