year,beginning_value,ending_value,annual_return,realized_pnl,unrealized_pnl,buy_value,sell_value,turnover,buy_transaction_costs,sell_transaction_costs,transaction_costs,trades,winning_trades,losing_trades,win_rate,profit_factor,max_drawdown
2021,1000000,1000618.7643267417,0.0006187643267416861,8569.544258980588,-7950.779932238744,2301600.9198424118,2312566.8059524572,4.614167725794869,2730.218852740887,2396.3418510648908,5126.560703805778,7,2,5,0.2857142857142857,1.118238253251602,0.09271982345157126
2022,1000618.7643267417,1397869.1079848907,0.39700469131761257,404015.8268454648,-6146.718860574067,5145429.979385896,5555202.251239354,10.694015155537368,6103.642822726804,5756.445007992751,11860.087830719556,13,8,5,0.6153846153846154,6.574406783901951,0.16544628496609218
2023,1397869.1079848907,2149852.52280168,0.5379498055442523,1023936.5967575104,125915.92604416935,14085653.84215027,15125263.63033839,20.896747274569854,16708.768814558454,15673.191430611028,32381.96024516948,26,16,10,0.6153846153846154,7.2919496709578215,0.09165033866579579
2024,2149852.52280168,2217382.7633750387,0.03141156886675815,1282713.053698119,-65330.290323080495,20878544.59739085,22184245.543111123,20.03057869494355,24766.67244358448,22987.892022155866,47754.564465740346,36,21,15,0.5833333333333334,3.1741904380042065,0.2511668102917379
2025,2217382.7633750387,3656429.6585097555,0.6489844328655144,2416297.5141338743,240132.1443758807,31511606.56698212,33963097.525812775,29.527921464103482,37379.88701152528,35193.44469678287,72573.33170830815,44,26,18,0.5909090909090909,4.335980249022914,0.13402303839714377
2026,3656429.6585097555,4077388.2224825574,0.11512830911243928,2299353.547284009,778034.6751985473,42040585.18783483,44385932.59250544,23.636860503851445,49869.635205025144,45993.857386601536,95863.49259162668,51,29,22,0.5686274509803921,3.0513831070903414,0.24438680036113752
