rebalance_date,date,universe,symbol,rank,score,entry_date,entry_rank,entry_price,current_price,quantity,cost_value,market_value,unrealized_pnl,unrealized_return_pct,holding_days,sleeve_weight,weight
2021-08-10,2021-08-10,NIFTY_IT,TATAELXSI,1,0.7932258273164432,2021-08-10,1,4075.1458170255164,4075.1458170255164,16.33992694326118,66666.66666666667,66587.58493333333,-79.0817333333398,-0.0011862260000000968,0,0.3333333333333333,0.06666666666666667
2021-08-10,2021-08-10,NIFTY_IT,TECHM,2,0.5964001702765624,2021-08-10,2,1080.7334371245418,1080.7334371245418,61.61332910222514,66666.66666666667,66587.58493333333,-79.0817333333398,-0.0011862260000000968,0,0.3333333333333333,0.06666666666666667
2021-08-10,2021-08-10,NIFTY_IT,INFY,3,0.5453329036633174,2021-08-10,3,1452.7822488331904,1452.7822488331904,45.83452543339754,66666.66666666667,66587.58493333333,-79.0817333333398,-0.0011862260000000968,0,0.3333333333333333,0.06666666666666667
2021-08-10,2021-08-10,NIFTY_METAL,TATASTEEL,1,0.8017509616911411,2021-08-10,1,121.76498186900105,121.76498186900105,546.8533227801943,66666.66666666667,66587.58493333333,-79.0817333333398,-0.0011862260000000968,0,0.3333333333333333,0.06666666666666667
2021-08-10,2021-08-10,NIFTY_METAL,HINDCOPPER,2,0.6930222300191721,2021-08-10,2,134.79532364606254,134.79532364606254,493.99031904233567,66666.66666666667,66587.58493333333,-79.0817333333398,-0.0011862260000000968,0,0.3333333333333333,0.06666666666666667
2021-08-10,2021-08-10,NIFTY_METAL,SAIL,3,0.6921182914326589,2021-08-10,3,116.56171133652995,116.56171133652995,571.2646474543056,66666.66666666667,66587.58493333333,-79.0817333333398,-0.0011862260000000968,0,0.3333333333333333,0.06666666666666667
2021-08-10,2021-08-10,NIFTY_PHARMA,DIVISLAB,1,0.9787555163105329,2021-08-10,1,4783.155730559319,4783.155730559319,13.921266353070822,66666.66666666667,66587.58493333333,-79.0817333333398,-0.0011862260000000968,0,0.3333333333333333,0.06666666666666667
2021-08-10,2021-08-10,NIFTY_PHARMA,SUNPHARMA,2,0.7678934931755066,2021-08-10,2,751.8748140458474,751.8748140458474,88.56206337731243,66666.66666666667,66587.58493333333,-79.0817333333398,-0.0011862260000000968,0,0.3333333333333333,0.06666666666666667
2021-08-10,2021-08-10,NIFTY_PHARMA,CIPLA,3,0.4625169063607852,2021-08-10,3,882.750800927606,882.750800927606,75.43191675766506,66666.66666666667,66587.58493333333,-79.0817333333398,-0.0011862260000000968,0,0.3333333333333333,0.06666666666666667
2021-08-10,2021-08-10,NIFTY_PSU_BANK,IOB,1,0.7159181063373884,2021-08-10,1,20.700000762939453,20.700000762939453,3216.7914241118956,66666.66666666667,66587.58493333333,-79.0817333333398,-0.0011862260000000968,0,0.3333333333333333,0.06666666666666667
2021-08-10,2021-08-10,NIFTY_PSU_BANK,J&KBANK,2,0.6642002736528715,2021-08-10,2,35.29622318727205,35.29622318727205,1886.5356947693222,66666.66666666667,66587.58493333333,-79.0817333333398,-0.0011862260000000968,0,0.3333333333333333,0.06666666666666667
2021-08-10,2021-08-10,NIFTY_PSU_BANK,SBIN,3,0.6184651205937068,2021-08-10,3,397.3661872816168,397.3661872816168,167.57234778544995,66666.66666666667,66587.58493333333,-79.0817333333398,-0.0011862260000000968,0,0.3333333333333333,0.06666666666666667
2021-08-10,2021-08-10,NIFTY_REALTY,IBREALEST,1,0.8333333333333334,2021-08-10,1,142.64999389648438,142.64999389648438,466.78995991863405,66666.66666666667,66587.58493333333,-79.0817333333398,-0.0011862260000000968,0,0.3333333333333333,0.06666666666666667
2021-08-10,2021-08-10,NIFTY_REALTY,BRIGADE,2,0.4139391829570135,2021-08-10,2,252.47214428418434,252.47214428418434,263.74230361976845,66666.66666666667,66587.58493333333,-79.0817333333398,-0.0011862260000000968,0,0.3333333333333333,0.06666666666666667
2021-08-10,2021-08-10,NIFTY_REALTY,DLF,3,0.3514232952147722,2021-08-10,3,331.62586289193973,331.62586289193973,200.79129037963753,66666.66666666667,66587.58493333333,-79.0817333333398,-0.0011862260000000968,0,0.3333333333333333,0.06666666666666667
2021-08-11,2021-08-11,NIFTY_IT,TATAELXSI,1,0.7932258273164432,2021-08-10,1,4075.1458170255164,3984.259521484375,16.33992694326118,66666.66666666667,65102.50950404743,-1564.157162619238,-0.02346235743928857,1,0.324701806882055,0.06637459362425224
2021-08-11,2021-08-11,NIFTY_IT,TECHM,2,0.5964001702765624,2021-08-10,2,1080.7334371245418,1110.6046142578125,61.61332910222514,66666.66666666667,68428.0476007164,1761.3809340497246,0.026420714010745867,1,0.3412880834644714,0.06976511176909654
2021-08-11,2021-08-11,NIFTY_IT,INFY,3,0.5453329036633174,2021-08-10,3,1452.7822488331904,1461.099853515625,45.83452543339754,66666.66666666667,66968.81839669534,302.15173002866504,0.004532275950429976,1,0.3340101096534735,0.06827736965040729
2021-08-11,2021-08-11,NIFTY_METAL,TATASTEEL,1,0.8017509616911411,2021-08-10,1,121.76498186900105,122.98954772949219,546.8533227801943,66666.66666666667,67257.2428431061,590.5761764394265,0.008858642646591397,1,0.3441420939553074,0.06857142982669932
2021-08-11,2021-08-11,NIFTY_METAL,HINDCOPPER,2,0.6930222300191721,2021-08-10,2,134.79532364606254,125.07684326171875,493.99031904233567,66666.66666666667,61786.74970766466,-4879.91695900201,-0.07319875438503015,1,0.3161506556652985,0.06299404484484064
2021-08-11,2021-08-11,NIFTY_METAL,SAIL,3,0.6921182914326589,2021-08-10,3,116.56171133652995,116.21675109863281,571.2646474543056,66666.66666666667,66390.52134464527,-276.14532202140254,-0.004142179830321038,1,0.33970725037939414,0.06768777284198411
2021-08-11,2021-08-11,NIFTY_PHARMA,DIVISLAB,1,0.9787555163105329,2021-08-10,1,4783.155730559319,4771.7099609375,13.921266353070822,66666.66666666667,66428.24532581211,-238.421340854562,-0.00357632011281843,1,0.33550952529498856,0.06772623393878226
2021-08-11,2021-08-11,NIFTY_PHARMA,SUNPHARMA,2,0.7678934931755066,2021-08-10,2,751.8748140458474,741.97607421875,88.56206337731243,66666.66666666667,65710.93210941041,-955.7345572562626,-0.014336018358843938,1,0.331886587257978,0.0669949046305471
2021-08-11,2021-08-11,NIFTY_PHARMA,CIPLA,3,0.4625169063607852,2021-08-10,3,882.750800927606,873.0117797851562,75.43191675766506,66666.66666666667,65852.95190121492,-813.7147654517466,-0.012205721481776198,1,0.33260388744703345,0.0671396994478197
2021-08-11,2021-08-11,NIFTY_PSU_BANK,IOB,1,0.7159181063373884,2021-08-10,1,20.700000762939453,19.350000381469727,3216.7914241118956,66666.66666666667,62244.91528367373,-4421.751382992945,-0.06632627074489417,1,0.3266211735495762,0.06346116284308512
