asset_class,active_trading_days,active_years,total_return,cagr
Stocks,774,3.0714285714285716,2.3593060635555183,0.4836691639371187
GOLDBEES,454,1.8015873015873016,0.5999102461409838,0.29803545601365267
Combined,1228,4.873015873015873,4.374588191006011,0.41213233635121815
