Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2021,,,,,,,,-5.0,1.6,1.33,25.18,-0.07
2022,-0.55,5.67,1.22,1.52,-1.88,-0.43,7.48,13.87,-5.33,1.68,1.01,-7.34
2023,4.02,-2.59,7.72,0.35,7.2,16.76,13.82,4.98,5.21,6.86,13.54,3.09
2024,15.66,-6.98,-4.94,15.94,5.43,7.1,4.27,-8.31,-7.63,-0.11,-3.93,-0.31
2025,7.79,2.92,4.3,11.75,3.71,5.03,-11.27,0.36,8.49,2.58,-4.51,3.56
2026,-0.56,0.37,-7.91,5.03,17.79,6.9,-11.35,4.1,,,,
